"number";"contractName";"name";"address";"position_latitude";"position_longitude";"banking";"bonus";"status";"lastUpdate";"connected";"bikes";"stands";"mechanicalBikes";"electricalBikes";"electricalInternalBatteryBikes";"electricalRemovableBatteryBikes";"capacity";"CodePostal"
"9042";"lyon";"9042 - VAISE DOCKS";"39 rue des Docks Lyon 9";45,786533;4,811446;FALSE;FALSE;"OPEN";"2024-03-17T13:26:57Z";TRUE;4;15;2;2;0;2;19;69009
"7013";"lyon";"7013 - HALLE TONY GARNIER";"93–131 Avenue Tony Garnier 69007 Lyon";45,730786;4,823733;TRUE;FALSE;"CLOSED";"2024-03-17T13:25:26Z";TRUE;0;1;0;0;0;0;20;69007
"14003";"lyon";"14003 - BRON - PLACE CURIAL";"";45,736633;4,917009;FALSE;FALSE;"OPEN";"2024-03-17T13:34:31Z";TRUE;8;17;4;4;0;4;25;69500
"11003";"lyon";"11003 - CALUIRE - LA ROCHETTE";"Quai Gillet au  niveau de la place de la Rochette. Caluire et Cuire.";45,791748;4,823595;FALSE;FALSE;"OPEN";"2024-03-17T13:31:55Z";TRUE;17;3;11;6;0;6;20;69300
"3039";"lyon";"3039 - PLACE BIR-HAKEIM";"Au niveau de la rue Duvivier";45,752553;4,855756;FALSE;FALSE;"OPEN";"2024-03-17T13:32:49Z";TRUE;10;8;4;6;0;6;19;69003
"3053";"lyon";"3053 - GAMBETTA / JUSSERAND";"Angle cours Gambetta";45,751123;4,855604;TRUE;FALSE;"OPEN";"2024-03-17T13:32:26Z";TRUE;6;6;3;3;0;3;13;69003
"2040";"lyon";"2040 - ST ANTOINE / GRENETTE";"12 QUAI ST AINTOINE";45,7633761875017;4,83212534541183;FALSE;FALSE;"OPEN";"2024-03-17T13:33:00Z";TRUE;2;21;1;1;0;1;23;69002
"20002";"lyon";"20002 - OULLINS - MAIRIE";"";45,714039;4,806642;TRUE;FALSE;"OPEN";"2024-03-17T13:34:09Z";TRUE;13;5;5;8;0;8;18;69600
"2024";"lyon";"2024 - RÉPUBLIQUE / MAUPIN";"Entre Herriot et République";45,758733;4,834136;FALSE;FALSE;"OPEN";"2024-03-17T13:33:22Z";TRUE;15;10;11;4;0;4;25;69002
"1035";"lyon";"1035 - QUAI LASSAGNE";"3 QUAI ANDRE LASSAGNE";45,772191;4,837917;TRUE;FALSE;"OPEN";"2024-03-17T13:26:26Z";TRUE;0;16;0;0;0;0;16;69001
"2014";"lyon";"2014 - JACOBINS";"3 RUE JEAN DE TOURNES";45,760762;4,834305;TRUE;FALSE;"OPEN";"2024-03-17T13:27:58Z";TRUE;0;26;0;0;0;0;26;69002
"6037";"lyon";"6037 - CITÉ INTERNATIONALE / INTERPOL";"Allée A. Lignon";45,782287;4,849378;TRUE;FALSE;"OPEN";"2024-03-17T13:30:02Z";TRUE;2;25;2;0;0;0;27;69006
"10083";"lyon";"10083 - CHATEAU GAILLARD / BIENVENUS";"2 RUE DES BIENVENUS";45,777873;4,884238;FALSE;FALSE;"OPEN";"2024-03-17T13:27:07Z";TRUE;9;5;8;2;0;2;15;69100
"2017";"lyon";"2017 - RÉPUBLIQUE / FERRANDIÈRE";"Rue de la République";45,762184;4,836023;TRUE;FALSE;"OPEN";"2024-03-17T13:25:48Z";TRUE;6;19;6;0;0;0;25;69002
"8057";"lyon";"8057 - VIENNE / MONTAGNY";"184 ROUTE DE VIENNE";45,732483;4,853406;FALSE;FALSE;"OPEN";"2024-03-17T13:29:49Z";TRUE;9;11;7;2;0;2;20;69008
"3051";"lyon";"3051 - PLACE HENRI";"Angle rue Docteur Long/av. Lacassagne";45,748193;4,880641;FALSE;FALSE;"OPEN";"2024-03-17T13:33:51Z";TRUE;3;10;2;1;0;1;13;69003
"7014";"lyon";"7014 - MARSEILLE / FÉLISSENT";"Rue Felissent, angle rue de Marseille";45,752989;4,841417;TRUE;FALSE;"OPEN";"2024-03-17T13:28:56Z";TRUE;24;5;16;9;0;9;30;69007
"8007";"lyon";"8007 - FRÈRES LUMIÈRE";"Angle rue Villon";45,745018;4,866424;TRUE;FALSE;"OPEN";"2024-03-17T13:30:11Z";TRUE;14;1;5;9;0;9;15;69008
"9006";"lyon";"9006 - THÉÂTRE NOUVELLE GÉNÉRATION";"Rue Tissot / angle rue de Bourgogne";45,777287;4,803297;TRUE;FALSE;"OPEN";"2024-03-17T13:25:55Z";TRUE;16;0;9;7;0;7;16;69009
"10032";"lyon";"10032 - PRIMAT / DECORPS";"Rue Antoine Primat/Angle rue Decorps";45,757173;4,89998;FALSE;FALSE;"OPEN";"2024-03-17T13:28:33Z";TRUE;0;13;0;0;0;0;13;69100
"8021";"lyon";"8021 - PAUL SANTY";"Place Général André - Face au 126 avenue Paul Santy";45,728542;4,877279;FALSE;FALSE;"OPEN";"2024-03-17T13:27:10Z";TRUE;11;5;4;7;0;7;16;69008
"2001";"lyon";"2001 - BELLECOUR / RÉPUBLIQUE";"Angle République / rue de la Barre";45,758;4,834594;TRUE;FALSE;"OPEN";"2024-03-17T13:34:28Z";TRUE;14;4;8;6;0;6;18;69002
"2028";"lyon";"2028 - SAINTE-BLANDINE";"Face station tram Ste Blandine";45,744438;4,822152;FALSE;FALSE;"OPEN";"2024-03-17T13:29:01Z";TRUE;9;7;5;4;0;4;16;69002
"2006";"lyon";"2006 - PLACE DE L'HIPPODROME";"Angle cours Charlemagne";45,745528;4,82359;TRUE;FALSE;"OPEN";"2024-03-17T13:29:16Z";TRUE;23;1;13;10;0;10;24;69002
"3021";"lyon";"3021 - PLACE DE LA FERRANDIÈRE";"Intersection Ferrandière/Jasseron";45,759488;4,869346;FALSE;FALSE;"OPEN";"2024-03-17T13:34:22Z";TRUE;9;11;2;7;0;7;20;69003
"8059";"lyon";"8059 - LAENNEC / PINEL";"173 BVD PINEL (BRON)";45,735375;4,88954;FALSE;FALSE;"OPEN";"2024-03-17T13:30:09Z";TRUE;0;15;0;0;0;0;15;69008
"1003";"lyon";"1003 - PLACE SATHONAY";"6 PLACE SATHONAY";45,769289;4,830127;TRUE;FALSE;"OPEN";"2024-03-17T13:27:53Z";TRUE;3;19;3;0;0;0;22;69001
"2009";"lyon";"2009 - CONFLUENCE / DOCKS";"Sur l'esplanade entre la rue Hrant Dink et le 40 quai Rambaud";45,739652;4,814984;TRUE;FALSE;"OPEN";"2024-03-17T13:33:27Z";TRUE;24;2;14;10;0;10;26;69002
"2011";"lyon";"2011 - SALA / RUE DU PLAT";"Face à la faculté catholique";45,756813;4,828342;FALSE;FALSE;"OPEN";"2024-03-17T13:27:08Z";TRUE;12;2;4;8;0;8;14;69002
"1001";"lyon";"1001 - TERREAUX / TERME";"Angle rue d'Algérie";45,767736;4,832114;TRUE;FALSE;"OPEN";"2024-03-17T13:34:57Z";TRUE;10;6;7;3;0;3;16;69001
"1016";"lyon";"1016 - PÊCHERIE";"Rue de la Platière - Angle quai de la Pêcherie";45,765944;4,831089;FALSE;FALSE;"OPEN";"2024-03-17T13:27:04Z";TRUE;3;14;2;1;0;1;17;69001
"7056";"lyon";"7056 - PLACE RASPAIL";"4 PLACE RASPAIL";45,755783;4,840745;TRUE;FALSE;"OPEN";"2024-03-17T13:33:27Z";TRUE;7;13;6;3;0;3;22;69007
"10103";"lyon";"10103 - DOUA / RUE DES SPORTS";"103 ave des Arts / rue des Sports";45,784526;4,877482;FALSE;FALSE;"OPEN";"2024-03-17T13:34:35Z";TRUE;19;11;11;8;0;8;30;69100
"10080";"lyon";"10080 - VAILLANT / PERRONCEL";"96 RUE ALEXIS PERRONCEL (VILLEURBANNE)";45,775409;4,880261;FALSE;FALSE;"OPEN";"2024-03-17T13:25:01Z";TRUE;9;8;6;3;0;3;17;69100
"5032";"lyon";"5032 - MÉNIVAL / EISENHOWER";"";45,756757;4,783206;FALSE;FALSE;"OPEN";"2024-03-17T13:28:55Z";TRUE;4;8;3;1;0;1;12;69005
"3070";"lyon";"3070 - REBATEL / SAINT-MAXIMIN";"";45,747835;4,872261;FALSE;FALSE;"OPEN";"2024-03-17T13:26:48Z";TRUE;1;29;1;0;0;0;30;69003
"10074";"lyon";"10074 - ZOLA / PASSAGE REY";"Cours E. Zola / Angle passage Rey";45,770099;4,876728;FALSE;FALSE;"OPEN";"2024-03-17T13:27:33Z";TRUE;12;7;6;6;0;6;19;69100
"8015";"lyon";"8015 - JEAN XXIII";"RUE MARYSE BASTIE";45,740324;4,874192;FALSE;FALSE;"OPEN";"2024-03-17T13:35:03Z";TRUE;5;11;5;0;0;0;16;69008
"3089";"lyon";"3089 - TRARIEUX / LACASSAGNE";"221 AV. LACASSAGNE";45,745304;4,888964;TRUE;FALSE;"OPEN";"2024-03-17T13:28:23Z";TRUE;7;17;6;1;0;1;24;69003
"5055";"lyon";"5055 - BUYER / APOLLINAIRE";"101 AV. BARTHELEMY BUYER";45,762013;4,802751;FALSE;TRUE;"OPEN";"2024-03-17T13:34:38Z";TRUE;0;22;0;0;0;0;22;69005
"10048";"lyon";"10048 - PLACE MARENGO";"52 AV. MARC SANGNIER (VILLEURBANNE)";45,759176;4,875958;FALSE;FALSE;"OPEN";"2024-03-17T13:30:20Z";TRUE;7;20;0;7;0;7;27;69100
"10115";"lyon";"10115 - PLACE D'ESPAGNE / STADE KRUGER";"173 AV. PAUL KRUGER (VILLEURBANNE)";45,754181;4,90528;TRUE;FALSE;"OPEN";"2024-03-17T13:26:51Z";TRUE;5;17;0;5;0;5;22;69100
"10045";"lyon";"10045 - ALSACE ANATOLE FRANCE";"";45,766921;4,870087;FALSE;FALSE;"OPEN";"2024-03-17T13:33:47Z";TRUE;18;2;8;10;0;10;20;69100
"3085";"lyon";"3085 - SACRE COEUR";"66 RUE ANTOINE CHARIAL";45,757864;4,868337;TRUE;FALSE;"OPEN";"2024-03-17T13:28:50Z";TRUE;1;15;1;0;0;0;16;69003
"3024";"lyon";"3024 - ROCKEFELLER / ESQUIROL";"Intersection Rockefeller / Esquirol";45,741336;4,885538;FALSE;FALSE;"OPEN";"2024-03-17T13:26:42Z";TRUE;0;19;0;0;0;0;19;69003
"2041";"lyon";"2041 - SALA / CHARITÉ";"44 RUE SALA";45,754468;4,833041;FALSE;FALSE;"OPEN";"2024-03-17T13:29:16Z";TRUE;18;3;5;13;0;13;21;69002
"10086";"lyon";"10086 - ANATOLE FRANCE";"Angle Rue de Préssensé / Flachet";45,769837;4,889629;FALSE;FALSE;"OPEN";"2024-03-17T13:33:58Z";TRUE;10;0;8;2;0;2;10;69100
"7011";"lyon";"7011 - BERTHELOT / GARIBALDI";"Rue Garibaldi - Angle avenue Berthelot";45,743756;4,847406;TRUE;FALSE;"OPEN";"2024-03-17T13:25:35Z";TRUE;5;10;2;3;0;3;15;69007
"10117";"lyon";"10117 - LA PERRALIÈRE";"166 RUE DU QUATRE AOUT (VILLEURBANNE)";45,764567;4,892349;FALSE;FALSE;"OPEN";"2024-03-17T13:29:52Z";TRUE;14;8;5;9;0;9;22;69100
"9041";"lyon";"9041 - CARRET / SÉDALLIAN";"10 QUAI PAUL SEDAILLAN";45,792478;4,820567;FALSE;FALSE;"OPEN";"2024-03-17T13:26:08Z";TRUE;10;8;4;6;0;6;18;69009
"9043";"lyon";"9043 - MARIETTON OUEST";"";45,776087;4,799725;FALSE;FALSE;"OPEN";"2024-03-17T13:33:26Z";TRUE;10;10;5;5;0;5;20;69009
"1024";"lyon";"1024 - ROUVILLE";"PLACE ROUVILLE";45,769684;4,824607;FALSE;FALSE;"OPEN";"2024-03-17T13:32:07Z";TRUE;0;17;0;0;0;0;17;69001
"10035";"lyon";"10035 - BOIRON GRANGER";"43 RUE PIERRE BARATIN (VILLEURBANNE)";45,763139;4,900492;FALSE;FALSE;"OPEN";"2024-03-17T13:26:46Z";TRUE;2;14;2;0;0;0;16;69100
"5005";"lyon";"5005 - SAINT-PAUL";"Près de la gare de St Paul";45,766278;4,827425;TRUE;FALSE;"OPEN";"2024-03-17T13:31:26Z";TRUE;12;9;5;7;0;7;23;69005
"4041";"lyon";"4041 - BOUSSANGES / AUSTERLITZ";"25 RUE D'AUSTERLITZ";45,775070841112;4,83549930268728;FALSE;TRUE;"OPEN";"2024-03-17T13:26:56Z";TRUE;0;18;0;0;0;0;18;69004
"6043";"lyon";"6043 - CITÉ INTERNATIONALE / CINÉMA";"80 QUAI CHARLES DE GAULLE";45,784698;4,851896;FALSE;FALSE;"OPEN";"2024-03-17T13:34:17Z";TRUE;2;30;1;1;0;1;32;69006
"3088";"lyon";"3088 - PLACE GUICHARD";"65 RUE MAZENOD";45,75882;4,846453;FALSE;FALSE;"OPEN";"2024-03-17T13:26:56Z";TRUE;9;7;9;0;0;0;16;69003
"10059";"lyon";"10059 - ANATOLE FRANCE / ZOLA";"Rue Anatole France";45,76884;4,884276;FALSE;FALSE;"OPEN";"2024-03-17T13:29:46Z";TRUE;10;3;7;3;0;3;13;69100
"8040";"lyon";"8040 - AMBROISE PARÉ";"Face au 54 Boulevard Ambroise Paré";45,736289;4,883667;TRUE;FALSE;"OPEN";"2024-03-17T13:33:57Z";TRUE;2;22;0;2;0;2;24;69008
"9040";"lyon";"9040 - PLACE RHODIACETA";"1 PLACE DE LA RHODIACETA";45,770991;4,807578;FALSE;FALSE;"OPEN";"2024-03-17T13:34:02Z";TRUE;4;8;2;2;0;2;12;69009
"6016";"lyon";"6016 - VIABERT / THIERS";"Angle avenue Thiers";45,766032;4,862063;FALSE;FALSE;"OPEN";"2024-03-17T13:30:27Z";TRUE;0;16;0;0;0;0;16;69006
"6008";"lyon";"6008 - PLACE JULES FERRY";"17 PLACE JULES FERRY";45,7684;4,858972;TRUE;FALSE;"OPEN";"2024-03-17T13:34:37Z";TRUE;11;9;10;1;0;1;20;69006
"2019";"lyon";"2019 - SUCRIERE";"";45,736216;4,815348;TRUE;FALSE;"OPEN";"2024-03-17T13:32:35Z";TRUE;10;9;9;1;0;1;20;69002
"5004";"lyon";"5004 - SAINT-JEAN";"Entre la cathédrale et le funiculaire";45,760468;4,826548;TRUE;FALSE;"OPEN";"2024-03-17T13:31:36Z";TRUE;38;0;20;19;0;19;39;69005
"10030";"lyon";"10030 - GREUZE";"126 RUE DU 8 MAI 1945 (VILLEURBANNE)";45,773845;4,893851;FALSE;FALSE;"OPEN";"2024-03-17T13:27:56Z";TRUE;2;16;2;0;0;0;18;69100
"10118";"lyon";"10118 - VOYANT / CHAMBFORT";"99 RUE PIERRE VOYANT (VILLEURBANNE)";45,767194;4,900597;FALSE;FALSE;"OPEN";"2024-03-17T13:30:31Z";TRUE;18;4;7;11;0;11;22;69100
"8060";"lyon";"8060 - SANTY / BEAUVISAGE";"";45,731708;4,874205;FALSE;FALSE;"OPEN";"2024-03-17T13:32:19Z";TRUE;9;8;7;2;0;2;17;69008
"1022";"lyon";"1022 - PLACE TOLOZAN";"Place Tolozan - Angle nord-est de la place";45,769508;4,837495;TRUE;FALSE;"OPEN";"2024-03-17T13:35:00Z";TRUE;8;27;6;3;0;3;36;69001
"3031";"lyon";"3031 - CORNEILLE / SERVIENT";"Angle rue Servient";45,759906;4,844511;FALSE;FALSE;"OPEN";"2024-03-17T13:26:48Z";TRUE;3;10;2;1;0;1;13;69003
"10001";"lyon";"10001 - IUT / FEYSSINE";"rue de la Technologie";45,785632;4,882366;FALSE;FALSE;"OPEN";"2024-03-17T13:31:15Z";TRUE;16;14;10;6;0;6;30;69100
"3043";"lyon";"3043 - PLACE ROUGET DE L'ISLE";"Avenue Lacassagne";45,753975;4,867336;TRUE;FALSE;"OPEN";"2024-03-17T13:33:08Z";TRUE;2;14;2;0;0;0;16;69003
"6001";"lyon";"6001 - GARE DES BROTTEAUX";"Place Jules Ferry angle rue Général Brosset face à la gare des Brotteaux";45,766893;4,858922;TRUE;FALSE;"OPEN";"2024-03-17T13:27:48Z";TRUE;6;10;4;2;0;2;16;69006
"20001";"lyon";"20001 - OULLINS - GARE";"";45,717001;4,814072;TRUE;FALSE;"OPEN";"2024-03-17T13:33:30Z";TRUE;32;7;14;19;0;19;40;69600
"10114";"lyon";"10114 - BEL AIR / LES BROSSES";"2 AV. DU BEL AIR (VILLEURBANNE)";45,757931;4,910776;FALSE;FALSE;"OPEN";"2024-03-17T13:27:19Z";TRUE;3;17;3;0;0;0;20;69100
"4008";"lyon";"4008 - CLOS SAVARON";"";45,782631;4,825576;FALSE;TRUE;"OPEN";"2024-03-17T13:29:24Z";TRUE;0;19;1;0;0;0;20;69004
"10071";"lyon";"10071 - LYCÉE MARIE CURIE";"64 BVD EUGENE REGUILLON (VILLEURBANNE)";45,761532;4,895763;FALSE;FALSE;"OPEN";"2024-03-17T13:33:28Z";TRUE;15;0;9;6;0;6;15;69100
"10038";"lyon";"10038 - CONDORCET";"Bvd 11 Nov./prox. arret tram Condorcet";45,779062;4,866874;TRUE;FALSE;"OPEN";"2024-03-17T13:29:40Z";TRUE;0;23;0;0;0;0;23;69100
"10060";"lyon";"10060 - SAINT EXUPÉRY";"Avenue Antoine Saint Exupery";45,758874;4,878683;FALSE;FALSE;"OPEN";"2024-03-17T13:29:17Z";TRUE;11;4;4;7;0;7;15;69100
"4005";"lyon";"4005 - PLACE BERTONE";"Rue du Chariot d'Or";45,77762;4,83453;FALSE;TRUE;"CLOSED";"2024-03-17T13:28:19Z";TRUE;0;0;0;0;0;0;12;69004
"7031";"lyon";"7031 - JAURÈS / GERLAND";"42 Rue de Gerland 69007 Lyon";45,739827;4,840308;FALSE;FALSE;"OPEN";"2024-03-17T13:30:56Z";TRUE;19;1;8;11;0;11;20;69007
"9050";"lyon";"9050 - ALLEE DE L'EUROPE";"AVENUE DU PLATEAU";45,783698;4,794485;FALSE;TRUE;"OPEN";"2024-03-17T13:26:15Z";TRUE;8;4;8;0;0;0;12;69009
"10087";"lyon";"10087 - BARATIN";"Face au 115 rue Pierre Baratin";45,760603;4,900702;TRUE;FALSE;"OPEN";"2024-03-17T13:32:16Z";TRUE;3;9;1;2;0;2;12;69100
"4026";"lyon";"4026 - BIRMINGHAM";"Avenue Birmingham, sortie tunnel mode doux côté Saöne - 69000 Lyon";45,774632;4,813425;TRUE;FALSE;"OPEN";"2024-03-17T13:26:57Z";TRUE;15;5;13;2;0;2;20;69004
"10041";"lyon";"10041 - KIMMERLING";"1 PLACE KIMMERLING (VILLEURBANNE)";45,752923;4,898891;FALSE;FALSE;"OPEN";"2024-03-17T13:30:59Z";TRUE;0;16;0;0;0;0;16;69100
"2020";"lyon";"2020 - MUSÉE DES CONFLUENCES";"Parvis du musée des confluences";45,733388;4,818954;TRUE;FALSE;"OPEN";"2024-03-17T13:28:23Z";TRUE;20;0;8;12;0;12;20;69002
"17003";"lyon";"17003 - ST FONS - THEATRE";"";45,708123;4,861905;FALSE;FALSE;"OPEN";"2024-03-17T13:34:29Z";TRUE;16;2;6;10;0;10;18;69190
"4001";"lyon";"4001 - CONSERVATOIRE BIS";"";45,770392;4,814254;FALSE;FALSE;"OPEN";"2024-03-17T13:34:02Z";TRUE;2;19;1;1;0;1;22;69001
"5007";"lyon";"5007 - PLACE DE TRION";"Place de Trion";45,757916;4,81317;FALSE;TRUE;"OPEN";"2024-03-17T13:29:38Z";TRUE;6;9;6;0;0;0;16;69005
"3015";"lyon";"3015 - SERVIENT / GARIBALDI";"Angle rue Garibaldi";45,760779;4,85276;FALSE;FALSE;"OPEN";"2024-03-17T13:33:04Z";TRUE;2;29;1;2;0;2;32;69003
"8037";"lyon";"8037 - CAZENEUVE";"Rue Paul Cazeneuve - Angle du boulevard des Etats-Unis";45,734027;4,862906;TRUE;FALSE;"OPEN";"2024-03-17T13:31:45Z";TRUE;17;2;11;6;0;6;19;69008
"3010";"lyon";"3010 - PART-DIEU / CUIRASSIERS (FAR)";"Rue des Cuirassiers Lyon 3";45,7589457457871;4,85624511710564;TRUE;FALSE;"OPEN";"2024-03-17T13:25:00Z";TRUE;4;29;2;3;0;3;34;69003
"7018";"lyon";"7018 - LYCEE LOUISE LABE";"2 Rue Crépet 69007 Lyon";45,740279;4,832061;FALSE;FALSE;"OPEN";"2024-03-17T13:25:35Z";TRUE;9;11;4;5;0;5;20;69007
"2015";"lyon";"2015 - RÉPUBLIQUE / STELLA";"Côté est de la place";45,760698;4,836279;TRUE;FALSE;"OPEN";"2024-03-17T13:28:06Z";TRUE;5;22;5;0;0;0;27;69002
"10056";"lyon";"10056 - 11 NOVEMBRE / GASTON BERGER";"Avenue du 11 Nov./angle av Gaston Berger";45,779066;4,871581;FALSE;FALSE;"OPEN";"2024-03-17T13:25:28Z";TRUE;0;95;0;0;0;0;95;69100
"3029";"lyon";"3029 - PLACE ARISTIDE BRIAND";"Angle Gambetta";45,752967;4,850271;TRUE;FALSE;"OPEN";"2024-03-17T13:30:08Z";TRUE;28;10;13;15;0;15;38;69003
"10061";"lyon";"10061 - RÉPUBLIQUE";"Cours Emile Zola/Angle cours de la République";45,7708541;4,8726116;TRUE;FALSE;"OPEN";"2024-03-17T13:33:21Z";TRUE;5;12;3;2;0;2;17;69100
"4003";"lyon";"4003 - PLACE COMMANDANT  ARNAUD";"Angle rue de Belfort";45,779731;4,834708;FALSE;TRUE;"OPEN";"2024-03-17T13:28:47Z";TRUE;7;10;6;1;0;1;17;69004
"7064";"lyon";"7064 - CROUS";"96 RUE CHEVREUL";45,74541;4,847843;FALSE;FALSE;"OPEN";"2024-03-17T13:29:19Z";TRUE;1;16;1;0;0;0;17;69007
"4017";"lyon";"4017 - PLACE DES TAPIS";"Angle Bvd de la Croix-Rousse";45,776002;4,829628;FALSE;TRUE;"OPEN";"2024-03-17T13:30:54Z";TRUE;0;17;0;0;0;0;17;69004
"34001";"lyon";"34001 - NEUVILLE - QUAI PASTEUR";"";45,876622;4,838578;TRUE;FALSE;"OPEN";"2024-03-17T13:34:07Z";TRUE;9;10;3;6;0;6;20;69250
"3082";"lyon";"3082 - SAXE / MONCEY";"33 RUE MONCEY";45,757578;4,846117;FALSE;FALSE;"OPEN";"2024-03-17T13:31:29Z";TRUE;0;28;0;0;0;0;28;69003
"10046";"lyon";"10046 - CHARMETTES/ZOLA";"Rue des Charmettes/Angle Cours Emile Zola";45,770705;4,867201;TRUE;FALSE;"OPEN";"2024-03-17T13:34:55Z";TRUE;9;14;4;5;0;5;23;69100
"7046";"lyon";"7046 - PLACE DE L'ECOLE";"Angle rue de St Cloud";45,730083;4,82781;FALSE;FALSE;"OPEN";"2024-03-17T13:34:40Z";TRUE;6;22;2;4;0;4;28;69007
"7002";"lyon";"7002 - UNIVERSITÉS LYON III / LYON II";"Quai Claude Bernard";45,7511023770123;4,83615396294288;TRUE;FALSE;"OPEN";"2024-03-17T13:33:20Z";TRUE;33;6;20;13;0;13;39;69007
